"firstID","secondID","HomePlanet","HomePlanetEarth","HomePlanetEuropa","HomePlanetMars","CryoSleep","CryoSleepFalse","CryoSleepTrue","deck","deckA","deckB","deckC","deckD","deckE","deckF","deckG","deckT","num","sideP","sideS","sideTrashCompactor","Destination","Destination55.Cancri.e","DestinationPSO.J318.5.22","DestinationTRAPPIST.1e","Age","VIP","VIPFalse","VIPTrue","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","firstnamelength","lastnamelength","hadRSFALSE","hadRSTRUE","hadFCFALSE","hadFCTRUE","hadSPAFALSE","hadSPATRUE","hadMALLFALSE","hadMALLTRUE","hadVRFALSE","hadVRTRUE","is_homeless.False","is_homeless.True","group_size"
1845,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,69,0,1,0,0,0,0,1,33,0,1,0,0,11,689,355,6083,7,10,1,0,1,0,1,0,1,0,1,0,1,0,1
1851,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,78,0,1,0,0,1,0,0,25,0,1,0,582,1080,0,14,5550,6,7,1,0,1,0,1,0,1,0,1,0,1,0,2
1851,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,78,0,1,0,0,0,0,1,37,0,1,0,0,0,0,0,0,4,7,1,0,1,0,1,0,1,0,1,0,1,0,2
1852,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,79,0,1,0,0,1,0,0,36,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,4
1852,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,79,0,1,0,0,1,0,0,47,0,1,0,0,1696,0,0,1,7,8,1,0,1,0,0,1,1,0,1,0,1,0,4
1852,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,79,0,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,4
1852,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,79,0,1,0,0,1,0,0,29,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,4
1858,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,62,1,0,0,0,1,0,0,39,0,1,0,0,4205,0,167,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1862,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,369,1,0,0,0,1,0,0,27,0,1,0,1156,0,0,0,136,4,7,1,0,1,0,1,0,1,0,1,0,1,0,3
1862,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,304,1,0,0,0,1,0,0,35,0,1,0,557,0,0,393,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,3
1862,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,304,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,3
1867,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,63,1,0,0,0,1,0,0,33,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,1
1869,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,373,1,0,0,0,0,0,1,24,0,1,0,1286,2,1,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,1
1870,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,359,0,1,0,0,0,0,1,19,0,1,0,908,0,845,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1875,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,65,0,1,0,0,0,0,1,33,0,1,0,128,0,574,0,260,5,4,1,0,1,0,1,0,1,0,1,0,1,0,1
1876,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,360,0,1,0,0,0,0,1,19,0,1,0,0,0,262,29,448,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1883,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,114,1,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1885,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,294,0,1,0,0,0,0,1,47,0,1,0,0,0,376,3,7,6,8,1,0,0,1,1,0,1,0,1,0,1,0,1
1893,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,362,0,1,0,0,0,0,1,40,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1894,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,379,1,0,0,0,0,0,1,19,0,1,0,0,0,0,0,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1895,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,363,0,1,0,0,0,0,1,27,0,1,0,39,0,378,240,652,6,4,1,0,1,0,1,0,1,0,1,0,1,0,1
1896,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,143,0,1,0,0,0,0,1,31,0,1,0,0,891,0,3748,12,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1900,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,380,1,0,0,0,0,0,1,24,0,1,0,0,106,1126,0,60,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
1904,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,1,0,0,31,0,1,0,19,607,0,0,2756,7,9,1,0,1,0,0,1,1,0,1,0,1,0,1
1909,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,64,1,0,0,0,0,1,0,41,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,3
1909,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,64,1,0,0,0,0,0,1,16,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,3
1909,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,64,1,0,0,0,0,0,1,27,0,1,0,0,2588,0,22,2149,5,7,1,0,1,0,1,0,1,0,1,0,1,0,3
1910,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,365,0,1,0,0,0,0,1,11,0,1,0,0,0,0,0,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,4
1910,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,365,0,1,0,0,1,0,0,28,0,1,0,3529,0,65,3,59,6,4,1,0,1,0,1,0,1,0,1,0,1,0,4
1910,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,365,0,1,0,0,0,0,1,51,0,1,0,311,0,338,741,0,6,4,1,0,1,0,1,0,1,0,1,0,1,0,4
1910,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,365,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3,4,1,0,1,0,0,1,1,0,1,0,1,0,4
1912,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,310,1,0,0,0,0,0,1,56,0,1,0,0,35,4661,1641,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0,1
1913,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,381,1,0,0,1,0,0,0,28.6581462016245,0,1,0,261,0,2338,0,0,5,3,1,0,1,0,1,0,1,0,1,0,1,0,3
1913,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,381,1,0,0,0,0,0,1,57,0,1,0,0,0,0,0,0,5,3,1,0,1,0,1,0,1,0,1,0,1,0,3
1913,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,381,1,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,4,3,1,0,1,0,1,0,1,0,1,0,1,0,3
1914,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,301,0,1,0,0,0,1,0,32,0,1,0,0,0,0,0,0,6,7,1,0,1,0,0,1,1,0,1,0,1,0,1
1917,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,366,0,1,0,0,0,1,0,28,0,1,0,0,547,0,10,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
1919,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,302,0,1,0,0,0,0,1,12,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
1921,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,382,1,0,0,0,0,1,0,35,0,1,0,809,0,830,0,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,2
1921,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,382,1,0,0,0,0,0,1,33,0,0,1,1651,0,14,245,0,6,4,1,0,1,0,1,0,1,0,1,0,1,0,2
1924,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,311,1,0,0,0,0,1,0,14,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1929,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,306,0,1,0,0,0,0,1,26,0,1,0,407,191,53,0,133,6,11,1,0,1,0,1,0,1,0,1,0,1,0,1
1930,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,383,1,0,0,0,1,0,0,25,0,1,0,599,0,1,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,1
1932,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,367,0,1,0,0,0,0,1,27,0,1,0,0,0,0,145,1961,6,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1934,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,384,1,0,0,0,0,0,1,23,0,1,0,2,0,689,827,0,6,7,1,0,0,1,1,0,1,0,1,0,1,0,1
1936,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,119,1,0,0,0,0,0,1,45,0,1,0,1285,4,7,1,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1943,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,371,0,1,0,0,1,0,0,50,0,1,0,21,1,0,185,530,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
1944,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,308,0,1,0,0,0,0,1,24,0,1,0,0,0,666,221,1,5,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1948,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,80,0,1,0,0,0,0,1,54,0,1,0,0,225,129,0,12226,5,6,1,0,1,0,0,1,1,0,1,0,1,0,2
1948,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,80,0,1,0,0,1,0,0,19,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,2
1949,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,373,0,1,0,0,0,0,1,19,0,1,0,0,0,317,632,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,1
1951,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,67,0,1,0,0,1,0,0,28,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,2
1951,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,67,0,1,0,0,1,0,0,28,0,1,0,1,1656,140,4160,430,7,7,1,0,1,0,1,0,1,0,1,0,1,0,2
1954,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,388,1,0,0,0,1,0,0,39,0,1,0,27,0,81,974,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1955,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,389,1,0,0,0,0,0,1,20,0,1,0,9,52,1,638,105,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
1958,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,314,1,0,0,0,0,0,1,30,0,1,0,1624,0,0,600,105,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
1965,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,317,1,0,0,0,0,0,1,35,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,1
1966,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,81,0,1,0,0,1,0,0,36,0,1,0,0,1427,0,1311,84,7,6,1,0,1,0,1,0,1,0,1,0,1,0,1
1970,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,392,1,0,0,0,0,0,1,33,0,1,0,1844,213,131,439,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,1
1972,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,123,1,0,0,0,0,0,1,30,0,1,0,143,0,906,0,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1
1982,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,145,0,1,0,0,0,0,1,25,0,1,0,102,0,257,1260,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
1986,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,377,0,1,0,0,0,0,1,45,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
1987,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,313,0,1,0,0,0,0,1,23,0,1,0,0,901,7,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,1
1989,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,322,1,0,0,0,1,0,0,51,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,1
1990,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,395,1,0,0,0,0,0,1,31,0,1,0,0,0,0,0,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,2
1990,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,395,1,0,0,0,1,0,0,55,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,2
1998,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,382,0,1,0,0,0,1,0,24,0,1,0,85,225,11,53,835,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
2002,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,384,0,1,0,0,0,0,1,57,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2004,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,147,0,1,0,0,0,0,1,24,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2005,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,385,0,1,0,0,0,0,1,44,0,1,0,40,117,0,214,387,6,10,1,0,1,0,1,0,1,0,1,0,1,0,2
2005,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,316,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0,2
2008,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,397,1,0,0,1,0,0,0,15,0,1,0,262,0,0,391,151,6,6,1,0,1,0,1,0,1,0,1,0,1,0,1
2014,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,148,0,1,0,0,0,0,1,49,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
2016,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,388,0,1,0,1,0,0,0,24,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,2
2016,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,388,0,1,0,0,0,0,1,47,0,1,0,878,824,1,389,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,2
2017,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,149,0,1,0,0,0,0,1,26,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,2
2017,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,389,0,1,0,0,0,0,1,28.6581462016245,0,1,0,664,126,40,11,1068,4,5,1,0,1,0,1,0,1,0,1,0,1,0,2
2018,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,319,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
2020,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,77,0,1,0,0,0,0,1,30,0,1,0,0,2052,4,465,117,7,7,1,0,1,0,1,0,1,0,1,0,1,0,1
2021,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,320,0,1,0,0,0,0,1,23,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,1
2023,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,321,0,1,0,0,0,0,1,23,0,1,0,0,0,634,0,87,5,11,1,0,1,0,1,0,1,0,1,0,1,0,3
2023,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,321,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,3
2023,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,321,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,3
2025,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,84,0,1,0,0,1,0,0,42,0,0,1,0,305,0,327,7046,7,9,1,0,1,0,1,0,1,0,1,0,1,0,1
2030,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,401,1,0,0,0,0,0,1,22,0,1,0,286,1217,0,0,10,6,7,1,0,1,0,1,0,1,0,1,0,1,0,1
2031,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,325,1,0,0,0,0,0,1,21,0,1,0,208,78,0,0,424,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2033,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,392,0,1,0,0,1,0,0,28,0,1,0,637,11,1,0,52,5,8,1,0,1,0,1,0,1,0,1,0,1,0,1
2035,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,64,1,0,0,0,0,0,1,35,0,1,0,904,688,112,994,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,2
2035,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,403,1,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,2
2036,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,326,1,0,0,0,0,1,0,22,0,1,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,3
2036,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,326,1,0,0,0,0,0,1,30,0,1,0,0,0,724,0,0,6,11,1,0,0,1,1,0,1,0,1,0,1,0,3
2036,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,326,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,3
2037,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,61,1,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0,2
2037,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,61,1,0,0,0,0,0,1,15,0,1,0,0,411,0,1757,4411,7,8,1,0,1,0,1,0,1,0,1,0,1,0,2
2039,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,405,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0,3
2039,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,405,1,0,0,0,0,0,1,19,0,1,0,0,0,0,0,0,6,4,1,0,1,0,1,0,1,0,1,0,1,0,3
2039,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,405,1,0,0,0,0,0,1,29,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,3
2047,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,325,0,1,0,0,0,0,1,17,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
2048,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,406,1,0,0,0,1,0,0,21,0,1,0,0,722,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,1
2049,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,326,0,1,0,0,0,1,0,20,0,1,0,0,0,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,1
2050,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,329,1,0,0,0,0,0,1,24,0,1,0,130,5,0,283,302,6,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2057,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,332,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,6,6,1,0,0,1,1,0,1,0,1,0,1,0,5
2057,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,332,1,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,5
2057,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,332,1,0,0,0,0,0,1,21,0,1,0,308,367,1,0,108,6,11,1,0,1,0,1,0,1,0,1,0,1,0,5
2057,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,332,1,0,0,0,0,0,1,46,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,5
2057,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,408,1,0,0,0,0,0,1,20,0,1,0,0,0,715,7,1,5,8,1,0,1,0,1,0,1,0,1,0,1,0,5
2058,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,397,0,1,0,0,1,0,0,27,0,1,0,1226,194,92,18,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2064,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,409,1,0,0,0,0,0,1,23,0,1,0,0,0,0,0,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2068,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,71,1,0,0,0,0,0,1,28,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0,5
2068,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71,1,0,0,0,1,0,0,53,0,1,0,0,4829,0,7,350,5,6,1,0,1,0,1,0,1,0,1,0,1,0,5
2068,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71,1,0,0,0,0,0,1,41,0,1,0,1,2852,0,67,59,5,6,1,0,1,0,1,0,1,0,1,0,1,0,5
2068,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71,1,0,0,0,1,0,0,32,0,1,0,0,5950,462,4257,71,6,9,1,0,1,0,1,0,1,0,1,0,1,0,5
2068,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,71,1,0,0,0,0,0,1,27,0,1,0,0,5931,0,110,1125,6,6,1,0,1,0,1,0,1,0,1,0,1,0,5
2069,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,399,0,1,0,0,0,0,1,31,0,1,0,767,0,8,3,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,1
2072,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,152,0,1,0,0,0,0,1,20,0,1,0,0,0,0,449,86,6,6,0,1,1,0,1,0,1,0,1,0,1,0,2
2072,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,400,0,1,0,0,0,0,1,19,0,1,0,0,0,82,590,0,4,6,1,0,1,0,1,0,1,0,1,0,1,0,2
2076,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,403,0,1,0,0,0,0,1,55,0,1,0,0,0,0,0,0,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1
2077,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,404,0,1,0,0,0,0,1,35,0,1,0,0,0,43,1,880,5,7,0,1,1,0,1,0,1,0,1,0,1,0,1
2078,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,405,0,1,0,0,0,0,1,70,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,1
2079,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,330,0,1,0,0,1,0,0,22,0,1,0,240,1974,0,0,152,6,6,1,0,1,0,1,0,1,0,1,0,1,0,3
2079,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,406,0,1,0,0,0,0,1,46,0,1,0,258,57,0,0,654,6,6,1,0,1,0,1,0,1,0,1,0,1,0,3
2079,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,406,0,1,0,0,0,0,1,16,0,1,0,32,9,0,0,1408,4,6,1,0,1,0,1,0,1,0,1,0,1,0,3
2093,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,336,1,0,0,0,0,0,1,14,0,1,0,425,0,295,0,50,5,8,1,0,1,0,1,0,1,0,1,0,1,0,1
2098,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,332,0,1,0,0,0,0,1,13,0,1,0,51,0,0,0,0,6,11,1,0,1,0,0,1,1,0,1,0,1,0,1
2101,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,337,1,0,0,0,1,0,0,44,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,2
2101,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,416,1,0,0,0,0,0,1,15,0,1,0,0,939,10,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,2
2103,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,333,0,1,0,0,0,0,1,32,0,1,0,0,126,692,0,1055,3,7,1,0,1,0,1,0,1,0,1,0,1,0,1
2108,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,73,1,0,0,0,1,0,0,26,0,1,0,399,5722,0,39,3155,7,10,1,0,1,0,1,0,1,0,1,0,1,0,2
2108,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,73,1,0,0,0,0,0,1,42,0,1,0,0,1311,0,63,954,7,10,1,0,1,0,1,0,1,0,1,0,1,0,2
2109,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,337,0,1,0,0,0,0,1,44,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,1
2113,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,15,0,1,0,0,0,0,0,0,5,9,1,0,1,0,1,0,1,0,1,0,0,1,1
2119,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,340,0,1,0,0,0,0,1,35,0,1,0,344,530,0,1,9,4,7,1,0,1,0,1,0,1,0,1,0,1,0,2
2119,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,340,0,1,0,0,0,0,1,35,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,2
2122,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,154,0,1,0,0,0,1,0,24,0,1,0,0,618,0,0,0,6,9,1,0,1,0,0,1,0,1,1,0,1,0,1
