"firstID","secondID","HomePlanet","HomePlanetEarth","HomePlanetEuropa","HomePlanetMars","CryoSleep","CryoSleepFalse","CryoSleepTrue","deck","deckA","deckB","deckC","deckD","deckE","deckF","deckG","deckT","num","sideP","sideS","sideTrashCompactor","Destination","Destination55.Cancri.e","DestinationPSO.J318.5.22","DestinationTRAPPIST.1e","Age","VIP","VIPFalse","VIPTrue","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","firstnamelength","lastnamelength","hadRSFALSE","hadRSTRUE","hadFCFALSE","hadFCTRUE","hadSPAFALSE","hadSPATRUE","hadMALLFALSE","hadMALLTRUE","hadVRFALSE","hadVRTRUE","is_homeless.False","is_homeless.True","Transported"
1243,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,41,0,1,0,0,4224,0,1374,1281,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1243,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9,1,0,0,0,0,0,1,32,0,1,0,8168,69,11,371,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1246,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,185,1,0,0,0,0,0,1,30,0,1,0,0,192,0,565,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1248,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,239,0,1,0,0,0,1,0,27,0,1,0,0,0,0,0,0,5,9,1,0,0,1,1,0,1,0,1,0,1,0,"True"
1250,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,240,0,1,0,0,0,0,1,22,0,1,0,0,17,0,61,567,4,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1254,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,44,0,1,0,0,0,0,1,54,0,1,0,704,0,431,0,47,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1254,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,241,0,1,0,0,0,0,1,27,0,1,0,4,0,896,229,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1255,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,242,0,1,0,0,0,0,1,52,0,1,0,0,0,0,0,0,5,5,1,0,1,0,0,1,1,0,1,0,1,0,"True"
1255,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,242,0,1,0,0,0,0,1,15,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1256,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,92,0,1,0,0,0,0,1,27,0,1,0,1277,0,1,10,9,4,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1258,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,30,0,1,0,0,3628,289,1737,4987,5,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1259,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,243,0,1,0,0,0,0,1,19,0,1,0,0,0,619,0,142,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1260,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,186,1,0,0,0,0,1,0,22,0,1,0,0,0,0,0,0,5,11,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1261,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,49,1,0,0,0,1,0,0,43,0,1,0,1365,3106,0,50,2313,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1263,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,244,0,1,0,0,0,0,1,25,0,1,0,1084,1,66,0,5,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1264,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,79,1,0,0,0,0,0,1,51,0,1,0,0,1,0,51,945,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1267,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,191,0,1,0,0,0,1,0,34,1,0,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1269,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,80,1,0,0,0,0,0,1,21,0,1,0,2066,0,15,0,1,4,4,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1271,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,189,1,0,0,0,0,1,0,21,0,1,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1273,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,246,0,1,0,0,0,0,1,23,0,1,0,0,0,0,759,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1274,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,254,1,0,0,0,1,0,0,38,0,1,0,0,0,591,40,173,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1278,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,190,1,0,0,0,0,0,1,30,0,1,0,0,0,0,0,0,3,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1279,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,50,1,0,0,0,1,0,0,31,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1280,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,257,1,0,0,0,0,1,0,44,0,1,0,0,178,482,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1281,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,193,0,1,0,0,0,0,1,14,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1282,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,191,1,0,0,0,0,1,0,18,1,0,0,0,0,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1283,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,194,0,1,0,0,0,0,1,19,0,1,0,6,0,1,714,0,5,9,1,0,0,1,1,0,1,0,1,0,1,0,"False"
1284,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,247,0,1,0,1,0,0,0,28.8279304674654,0,1,0,0,0,0,0,0,3,6,1,0,0,1,1,0,1,0,1,0,1,0,"True"
1285,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,258,1,0,0,0,1,0,0,36,0,1,0,286,415,16,0,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1286,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,248,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1287,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,259,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1287,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,259,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,"True"
1287,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,259,1,0,0,0,0,0,1,21,0,1,0,733,0,1084,1,43,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1288,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,192,1,0,0,0,0,0,1,24,0,1,0,621,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1289,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,195,0,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,0,1,1,0,"False"
1289,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,195,0,1,0,0,0,0,1,18,0,1,0,789,0,2,0,19,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1291,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,260,1,0,0,0,0,0,1,33,0,1,0,1758,59,4,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1292,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,55,0,1,0,0,1,0,0,31,0,0,1,0,27723,3,202,3146,7,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1292,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,55,0,1,0,0,0,0,1,43,0,1,0,105,368,268,842,13,7,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1293,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,261,1,0,0,0,0,0,1,20,0,1,0,213,0,0,0,584,5,10,1,0,1,0,1,0,0,1,1,0,1,0,"False"
1294,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,28,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1294,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,1,0,30,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1294,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,14,0,1,0,0,0,0,1,28,0,0,1,0,0,0,0,0,7,9,0,1,1,0,1,0,0,1,1,0,1,0,"False"
1295,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,19,0,1,0,68,0,0,719,0,4,6,1,0,1,0,1,0,1,0,1,0,0,1,"False"
1299,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,250,0,1,0,0,0,0,1,22,0,1,0,0,0,675,5,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1300,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,251,0,1,0,0,1,0,0,27,0,1,0,1,299,1,380,13,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1302,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,45,0,1,0,0,1,0,0,22,0,1,0,218,50,4817,146,256,4,4,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1304,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1304,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,1,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1304,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,1,0,0,0,0,0,1,10,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,0,1,1,0,1,0,"False"
1304,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,1,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1304,5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82,1,0,0,0,0,0,1,37,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1304,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1306,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,56,0,1,0,0,0,0,1,44,0,1,0,0,3863,1,1010,514,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1306,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,56,0,1,0,0,1,0,0,11,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1307,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,193,1,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1308,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,0,40,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,0,1,"True"
1308,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,94,0,1,0,0,1,0,0,30,0,1,0,278,3300,0,8145,2519,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1308,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,94,0,1,0,0,1,0,0,37,0,1,0,0,439,0,3198,6,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1308,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,94,0,1,0,0,1,0,0,26,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1309,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,264,1,0,0,0,0,0,1,19,0,1,0,0,4,109,0,671,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1310,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,52,0,1,0,0,0,0,1,57,0,1,0,0,987,1,4948,53,7,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1311,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,265,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,4,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1311,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,265,1,0,0,0,0,0,1,17,0,1,0,948,47,292,0,0,4,4,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1311,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,43,1,0,0,0,0,0,1,26,0,1,0,1946,4,4,0,623,4,4,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1312,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,194,1,0,0,0,1,0,0,21,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1316,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,95,0,1,0,0,0,0,1,28,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1316,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,95,0,1,0,0,1,0,0,36,0,1,0,0,847,0,4664,89,5,7,1,0,1,0,1,0,0,1,1,0,1,0,"False"
1317,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,266,1,0,0,0,0,0,1,25,0,1,0,2508,0,23,0,67,3,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1322,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,196,1,0,0,0,0,0,1,40,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1323,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,267,1,0,0,0,1,0,0,23,0,1,0,0,0,0,0,0,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1324,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,199,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1324,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,199,0,1,0,0,1,0,0,10,0,1,0,0,0,0,0,0,3,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1324,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,199,0,1,0,0,0,0,1,43,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1325,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1325,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,97,0,1,0,0,0,0,1,24,0,1,0,70,160,340,0,336,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1325,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97,0,1,0,0,0,0,1,42,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1326,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,257,0,1,0,0,0,0,1,30,0,1,0,1450,0,0,0,1147,5,5,1,0,1,0,1,0,0,1,1,0,1,0,"False"
1326,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,257,0,1,0,0,0,0,1,19,0,1,0,1507,0,260,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1328,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,198,1,0,0,0,0,0,1,26,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1330,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,46,0,1,0,0,0,0,1,47,0,1,0,405,0,193,458,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1330,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,46,0,1,0,0,0,0,1,28,0,1,0,120,8,1128,1,7,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1331,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,200,0,1,0,0,0,1,0,24,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1332,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,98,0,1,0,0,0,0,1,29,0,1,0,28,0,561,203,0,4,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1333,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,269,1,0,0,0,0,1,0,32,0,1,0,0,486,0,229,26,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1335,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,199,1,0,0,0,0,0,1,44,0,1,0,0,0,0,0,0,4,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1336,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,201,0,1,0,0,0,0,1,17,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1337,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,258,0,1,0,0,1,0,0,35,0,1,0,775,14,0,610,4,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1340,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,203,0,1,0,0,0,0,1,23,0,1,0,0,0,0,0,0,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1342,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,200,1,0,0,0,0,0,1,34,0,1,0,0,118,5,0,761,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1345,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,260,0,1,0,0,0,0,1,25,0,1,0,1174,0,18,721,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1347,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,271,1,0,0,0,0,0,1,67,0,1,0,0,761,0,1,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1348,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,57,0,1,0,0,0,0,1,22,0,1,0,0,1531,0,369,2969,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1348,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,57,0,1,0,0,0,0,1,28.8279304674654,0,1,0,0,0,0,0,0,4,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1350,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,206,0,1,0,0,1,0,0,27,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1350,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,261,0,1,0,0,0,0,1,14,0,1,0,1489,2,126,460,72,3,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1350,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,206,0,1,0,0,0,1,0,42,0,1,0,491,106,8,202,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1350,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,206,0,1,0,0,0,1,0,19,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1351,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,202,1,0,0,0,0,0,1,22,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1352,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,272,1,0,0,0,0,0,1,31,0,1,0,43,782,1,660,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1353,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,262,0,1,0,0,0,0,1,10,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1353,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,262,0,1,0,0,0,0,1,39,0,1,0,1535,0,340,0,723,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1353,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,262,0,1,0,0,0,0,1,41,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,0,1,1,0,"True"
1353,4,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,262,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1355,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,203,1,0,0,0,0,1,0,22,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1356,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,207,0,1,0,0,0,0,1,21,0,1,0,0,39,0,310,539,5,9,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1357,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,48,0,1,0,0,0,0,1,40,0,1,0,0,0,0,0,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1360,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,100,0,1,0,0,0,0,1,25,0,1,0,0,997,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1362,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,265,0,1,0,0,0,0,1,23,0,1,0,0,1268,0,119,2,0,0,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1365,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,58,0,1,0,0,1,0,0,33,0,1,0,77,2381,0,3656,150,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1365,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,58,0,1,0,0,0,0,1,20,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1366,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,206,1,0,0,0,1,0,0,40,0,1,0,0,0,0,0,0,6,6,1,0,0,1,1,0,1,0,1,0,1,0,"True"
1368,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,208,1,0,0,0,0,0,1,27,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1370,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,102,0,1,0,0,0,0,1,21,0,1,0,965,0,23,3,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1371,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,44,1,0,0,0,0,0,1,25,0,1,0,591,466,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1375,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,208,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1375,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,267,0,1,0,0,0,0,1,19,0,1,0,0,3,946,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1376,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,211,1,0,0,0,0,0,1,41,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1377,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,52,1,0,0,0,0,0,1,43,0,1,0,0,2801,537,42,144,5,7,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1378,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,212,1,0,0,0,0,0,1,19,0,1,0,245,41,550,0,0,6,8,1,0,1,0,0,1,1,0,1,0,1,0,"False"
1378,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,275,1,0,0,0,0,0,1,22,0,1,0,926,0,0,0,78,6,8,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1379,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,268,0,1,0,0,0,0,1,16,0,1,0,0,30,0,769,4,6,11,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1380,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,53,0,1,0,0,1,0,0,42,0,1,0,0,21,0,2735,3604,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1381,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,209,0,1,0,0,0,1,0,20,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1382,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,104,0,1,0,1,0,0,0,35,0,1,0,0,1125,429,0,55,6,10,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1383,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,49,0,1,0,0,0,0,1,53,0,1,0,0,0,0,0,0,7,9,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1384,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,105,0,1,0,0,0,0,1,17,0,1,0,21,0,690,260,5,6,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1384,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,210,0,1,0,0,0,0,1,6,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"False"
1384,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,269,0,1,0,0,0,0,1,22,0,1,0,0,442,0,0,368,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1384,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,269,0,1,0,0,0,0,1,41,0,1,0,338,0,377,2,86,5,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
1384,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,105,0,1,0,1,0,0,0,19,0,1,0,189,510,0,0,0,4,6,1,0,1,0,1,0,1,0,1,0,1,0,"True"
