"firstID","secondID","HomePlanet","HomePlanetEarth","HomePlanetEuropa","HomePlanetMars","CryoSleep","CryoSleepFalse","CryoSleepTrue","deck","deckA","deckB","deckC","deckD","deckE","deckF","deckG","deckT","num","sideP","sideS","sideTrashCompactor","Destination","Destination55.Cancri.e","DestinationPSO.J318.5.22","DestinationTRAPPIST.1e","Age","VIP","VIPFalse","VIPTrue","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","firstnamelength","lastnamelength","hadRSFALSE","hadRSTRUE","hadFCFALSE","hadFCTRUE","hadSPAFALSE","hadSPATRUE","hadMALLFALSE","hadMALLTRUE","hadVRFALSE","hadVRTRUE","is_homeless.False","is_homeless.True"
1361,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,101,0,1,0,0,0,0,1,56,0,1,0,936,0,363,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0
1363,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,205,1,0,0,0,0,0,1,36,0,1,0,63,556,0,192,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1364,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,266,0,1,0,0,0,1,0,20,0,1,0,1018,0,0,201,11,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1364,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,266,0,1,0,0,0,0,1,50,0,1,0,90,681,10,0,22,4,8,1,0,1,0,1,0,1,0,1,0,1,0
1367,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,207,1,0,0,0,0,1,0,29,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1369,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,274,1,0,0,0,0,0,1,34,0,1,0,10,900,0,23,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1369,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,209,1,0,0,0,0,1,0,40,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1369,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,209,1,0,0,0,0,0,1,20,0,1,0,0,1822,0,0,6,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1372,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,210,1,0,0,0,0,0,1,36,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0
1373,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,103,0,1,0,0,0,0,1,25,0,1,0,2,145,830,14,1,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1374,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,59,0,1,0,0,1,0,0,25,0,0,1,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0
1388,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,211,0,1,0,0,0,1,0,17,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1392,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,46,1,0,0,0,0,0,1,42,0,1,0,0,2799,23,151,1260,7,6,1,0,1,0,1,0,1,0,1,0,1,0
1394,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,213,0,1,0,0,0,1,0,47,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0
1396,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,277,1,0,0,0,0,0,1,23,1,0,0,212,832,363,35,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1405,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,87,1,0,0,0,0,0,1,28.6581462016245,0,1,0,133,0,1166,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1409,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,50,0,1,0,0,0,0,1,39,0,0,1,2012,38,1274,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0
1409,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,107,0,1,0,0,0,0,1,43,0,1,0,0,0,0,0,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0
1411,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,88,1,0,0,0,0,0,1,23,0,1,0,0,1589,0,0,50,5,9,1,0,1,0,1,0,1,0,1,0,1,0
1418,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,281,1,0,0,0,0,0,1,46,0,1,0,0,550,346,6,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1422,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,31,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1422,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,37,0,1,0,45,17,213,3183,161,7,9,1,0,1,0,1,0,1,0,1,0,1,0
1422,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,0,1,0,0,1,0,0,48,0,1,0,58,105,0,7536,103,7,9,1,0,1,0,1,0,1,0,1,0,1,0
1429,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,276,0,1,0,0,0,0,1,28,0,1,0,300,0,741,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1432,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,277,0,1,0,0,0,0,1,38,0,1,0,473,0,871,2,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0
1432,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51,0,1,0,0,0,0,1,31,0,1,0,2565,9,4,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1436,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,278,0,1,0,0,0,0,1,35,0,1,0,18,4,926,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1437,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,224,1,0,0,0,0,1,0,28,0,1,0,0,0,0,422,351,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1441,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,284,1,0,0,0,0,0,1,29,0,1,0,34,260,24,485,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1446,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,226,1,0,0,0,0,0,1,19,0,1,0,0,174,0,490,10,6,11,1,0,1,0,1,0,1,0,1,0,1,0
1448,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,228,1,0,0,0,0,0,1,28.6581462016245,0,1,0,20,571,0,36,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1449,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,90,1,0,0,0,0,0,1,44,0,1,0,1042,0,5,1,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1456,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,222,0,1,0,0,0,0,1,59,0,1,0,1,1,0,771,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1459,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,281,0,1,0,0,1,0,0,23,0,1,0,183,36,0,0,419,5,8,1,0,1,0,1,0,1,0,1,0,1,0
1464,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,232,1,0,0,0,0,1,0,48,0,1,0,2,0,0,783,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1466,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,225,0,1,0,0,0,0,1,49,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1468,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,234,1,0,0,0,0,0,1,15,0,1,0,0,628,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1469,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,283,0,1,0,0,0,0,1,30,0,1,0,799,0,98,40,661,3,6,1,0,1,0,1,0,1,0,1,0,1,0
1469,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,283,0,1,0,0,0,0,1,20,0,1,0,679,35,1090,50,0,4,6,1,0,1,0,1,0,1,0,1,0,1,0
1470,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,235,1,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0
1471,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,226,0,1,0,1,0,0,0,6,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1471,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,226,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1471,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,0,1
1471,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,226,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0
1471,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,226,0,1,0,0,0,0,1,8,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1472,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,236,1,0,0,0,0,1,0,29,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1473,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,286,1,0,0,0,0,0,1,43,0,1,0,41,0,0,0,570,5,9,1,0,1,0,1,0,1,0,1,0,1,0
1473,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,237,1,0,0,0,0,0,1,73,0,1,0,5,0,0,568,55,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1475,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,288,1,0,0,0,0,0,1,48,0,1,0,0,2,774,0,95,4,7,1,0,1,0,1,0,1,0,1,0,1,0
1476,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,227,0,1,0,0,1,0,0,24,0,1,0,515,16,0,76,106,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1477,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,48,1,0,0,0,0,0,1,20,0,1,0,987,3691,0,0,796,4,7,1,0,1,0,1,0,1,0,1,0,1,0
1477,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,48,1,0,0,0,0,0,1,17,0,1,0,1,1598,0,7498,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1480,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,238,1,0,0,0,0,0,1,42,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0
1482,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,284,0,1,0,0,0,0,1,22,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1483,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,92,1,0,0,0,0,1,0,54,0,1,0,240,0,629,0,0,4,8,1,0,1,0,1,0,1,0,1,0,1,0
1486,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,228,0,1,0,0,0,0,1,41,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1487,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,239,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1487,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,239,1,0,0,0,0,0,1,20,0,1,0,0,619,165,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1492,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,57,0,1,0,0,1,0,0,54,0,1,0,1,695,0,522,7382,7,7,1,0,1,0,1,0,0,1,1,0,1,0
1492,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,57,0,1,0,0,1,0,0,73,0,1,0,22,30,0,1616,103,7,7,1,0,1,0,1,0,1,0,1,0,1,0
1494,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,286,0,1,0,0,1,0,0,17,0,1,0,583,1,0,0,6,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1495,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,21,0,1,0,0,0,18,758,0,6,10,1,0,1,0,1,0,1,0,1,0,0,1
1495,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,241,1,0,0,0,1,0,0,60,0,1,0,0,0,0,0,0,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1496,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,242,1,0,0,0,0,0,1,50,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1497,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,294,1,0,0,0,0,0,1,17,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1497,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,294,1,0,0,0,0,0,1,18,0,1,0,0,0,0,0,0,3,5,1,0,1,0,1,0,1,0,1,0,1,0
1502,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,54,1,0,0,0,1,0,0,25,0,1,0,0,170,1,601,7470,7,6,1,0,1,0,1,0,1,0,1,0,1,0
1502,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,54,1,0,0,0,1,0,0,57,0,0,1,1,3637,0,3,0,7,9,1,0,1,0,1,0,1,0,0,1,1,0
1502,3,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,54,1,0,0,0,1,0,0,46,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0
1502,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,54,1,0,0,0,0,0,1,71,0,1,0,0,0,0,0,0,7,9,1,0,1,0,1,0,1,0,1,0,1,0
1504,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,296,1,0,0,0,0,0,1,21,0,1,0,3,5,3,699,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0
1505,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,297,1,0,0,0,0,0,1,38,0,1,0,316,0,36,920,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1508,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,290,0,1,0,0,0,0,1,23,0,1,0,8,0,0,671,12,4,8,1,0,1,0,1,0,1,0,1,0,1,0
1512,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,292,0,1,0,0,0,0,1,24,0,1,0,16,15,1277,452,0,5,4,1,0,1,0,1,0,1,0,1,0,1,0
1513,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,232,0,1,0,0,0,1,0,25,0,1,0,0,0,0,0,0,5,6,1,0,1,0,1,0,1,0,1,0,1,0
1514,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,233,0,1,0,0,0,1,0,35,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0
1516,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,234,0,1,0,0,0,1,0,21,0,1,0,0,40,610,7,47,4,10,1,0,1,0,1,0,1,0,1,0,1,0
1517,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,294,0,1,0,0,0,0,1,22,0,1,0,628,212,0,0,63,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1518,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,49,1,0,0,0,1,0,0,60,0,1,0,0,63,0,0,5824,6,6,1,0,1,0,1,0,1,0,1,0,1,0
1518,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,49,1,0,0,0,0,0,1,29,0,1,0,0,3577,216,723,2188,7,6,1,0,1,0,1,0,1,0,1,0,1,0
1519,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,112,0,1,0,0,0,0,1,49,0,1,0,674,22,301,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1522,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,296,0,1,0,0,0,0,1,27,0,1,0,0,0,0,0,0,6,5,0,1,1,0,1,0,1,0,1,0,1,0
1530,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,301,1,0,0,0,0,0,1,23,0,1,0,1,0,2521,0,59,5,8,1,0,1,0,1,0,1,0,1,0,1,0
1534,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,113,0,1,0,0,0,0,1,23,0,1,0,1556,0,31,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1534,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,55,0,1,0,0,0,0,1,33,0,1,0,3303,0,40,1,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1535,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,302,1,0,0,0,0,1,0,35,0,1,0,0,422,0,0,2735,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1537,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,66,0,1,0,0,0,0,1,27,0,1,0,0,5113,0,0,7,4,9,1,0,1,0,1,0,1,0,1,0,1,0
1538,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,303,1,0,0,0,0,0,1,44,0,1,0,1692,0,52,0,7,4,5,1,0,1,0,1,0,1,0,1,0,1,0
1538,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,51,1,0,0,0,1,0,0,18,0,1,0,1106,0,74,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1546,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,238,0,1,0,0,1,0,0,31,0,1,0,0,0,0,0,0,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1549,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,239,0,1,0,0,0,0,1,21,0,1,0,86,2209,994,535,142,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1553,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,302,0,1,0,0,0,0,1,27,0,1,0,0,0,0,0,0,4,5,1,0,1,0,1,0,1,0,1,0,1,0
1553,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,302,0,1,0,0,0,0,1,36,0,1,0,1093,0,1566,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1554,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,246,1,0,0,0,0,1,0,33,0,1,0,0,0,0,0,0,4,6,1,0,1,0,1,0,1,0,1,0,1,0
1554,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,304,1,0,0,0,0,0,1,30,0,1,0,0,0,704,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0
1556,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,241,0,1,0,0,0,0,1,29,0,1,0,0,0,0,0,0,6,10,1,0,0,1,1,0,1,0,1,0,1,0
1557,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,67,0,1,0,0,1,0,0,32,0,1,0,0,10711,0,189,20,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1559,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,51,1,0,0,0,1,0,0,31,0,1,0,0,0,0,0,0,7,7,1,0,1,0,1,0,1,0,1,0,1,0
1559,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,51,1,0,0,0,0,0,1,27,0,1,0,0,0,0,0,0,7,6,1,0,1,0,1,0,1,0,1,0,1,0
1563,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,68,0,1,0,0,1,0,0,25,0,1,0,0,0,0,0,0,7,9,1,0,1,0,1,0,1,0,1,0,1,0
1566,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,52,1,0,0,0,1,0,0,38,0,1,0,0,0,0,0,0,5,8,1,0,1,0,1,0,1,0,1,0,1,0
1570,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,305,0,1,0,0,0,0,1,47,0,1,0,0,0,0,672,89,6,10,1,0,1,0,1,0,1,0,1,0,1,0
1571,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,243,0,1,0,0,0,0,1,24,0,1,0,224,0,585,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1574,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,244,0,1,0,0,0,0,1,46,0,1,0,0,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1575,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,245,0,1,0,0,0,0,1,16,0,1,0,0,0,0,0,0,5,5,1,0,1,0,1,0,1,0,1,0,1,0
1582,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,313,1,0,0,0,0,0,1,30,1,0,0,0,691,378,17,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0
1582,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,250,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,6,1,0,1,0,0,1,1,0,1,0,1,0
1583,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,306,0,1,0,0,0,0,1,60,0,1,0,0,0,0,0,0,3,3,1,0,1,0,0,1,1,0,1,0,1,0
1586,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,59,0,1,0,0,0,0,1,50,0,1,0,6,864,0,12,3877,6,7,1,0,1,0,1,0,1,0,1,0,1,0
1587,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,247,0,1,0,0,0,1,0,37,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1587,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,247,0,1,0,0,1,0,0,27,0,1,0,0,0,0,0,0,6,9,1,0,1,0,0,1,1,0,1,0,1,0
1589,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,315,1,0,0,0,0,0,1,29,0,1,0,633,0,584,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1591,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,69,0,1,0,0,0,0,1,28.6581462016245,0,1,0,172,1,0,8999,20,4,9,1,0,1,0,1,0,1,0,1,0,1,0
1591,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,69,0,1,0,0,0,0,1,22,0,1,0,0,6158,0,122,578,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1598,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,316,1,0,0,0,0,0,1,28.6581462016245,0,1,0,201,1276,1121,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1598,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,100,1,0,0,0,0,0,1,28.6581462016245,0,1,0,1507,0,8017,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1600,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,115,0,1,0,0,0,0,1,14,0,1,0,98,0,0,251,442,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1605,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,318,1,0,0,0,0,0,1,28.6581462016245,0,1,0,0,0,406,298,12,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1607,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,258,1,0,0,0,0,1,0,20,0,1,0,0,0,0,0,0,5,7,1,0,1,0,1,0,1,0,1,0,1,0
1609,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,117,0,1,0,0,0,0,1,19,0,1,0,1022,0,0,0,0,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1610,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,52,1,0,0,0,1,0,0,14,0,1,0,110,0,2768,68,135,6,5,1,0,1,0,1,0,1,0,1,0,1,0
1616,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,260,1,0,0,1,0,0,0,69,0,1,0,0,0,0,0,0,6,9,1,0,1,0,1,0,1,0,1,0,1,0
1618,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,61,0,1,0,0,0,0,1,26,0,1,0,0,0,0,886,14268,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1620,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,70,0,1,0,0,1,0,0,25,1,0,0,0,1105,0,1632,8003,4,7,1,0,1,0,1,0,1,0,1,0,1,0
1623,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,58,0,1,0,1,0,0,0,36,1,0,0,17,0,571,3,591,6,3,1,0,1,0,1,0,1,0,1,0,1,0
1627,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,251,0,1,0,0,0,0,1,34,0,1,0,0,0,0,0,0,5,10,1,0,1,0,1,0,1,0,1,0,1,0
1629,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,72,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0
1629,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,72,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,6,8,1,0,1,0,1,0,1,0,1,0,1,0
1629,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,72,0,1,0,0,0,0,1,24,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1629,4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,72,0,1,0,0,0,0,1,21,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0
1629,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,72,0,1,0,0,0,0,1,25,0,1,0,0,0,0,0,0,7,8,1,0,0,1,1,0,1,0,1,0,1,0
1629,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,72,0,1,0,0,1,0,0,44,0,1,0,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,0,1,0
1639,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,256,0,1,0,0,0,0,1,22,0,1,0,0,6,21,1038,692,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1641,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,326,1,0,0,0,0,0,1,64,0,1,0,0,0,0,0,0,6,6,1,0,1,0,1,0,1,0,1,0,1,0
1642,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,102,1,0,0,0,0,0,1,32,0,1,0,6,2902,0,2818,108,7,6,1,0,1,0,1,0,1,0,1,0,1,0
1643,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,263,1,0,0,0,0,0,1,42,0,1,0,0,0,476,402,6,6,7,1,0,1,0,1,0,1,0,1,0,1,0
